Id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,age_group,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
318,Zach,Hedman,Male,87,9/11/1981,42,Middle Age,Analyst Programmer,Financial Services,Affluent Customer,N,Yes,4,62 Spaight Center,2566,NSW,Australia,9,320,1.015625
319,Paxon,Roomes,Male,78,11/6/1976,46,Middle Age,Information Systems Manager,n/a,High Net Worth,N,Yes,7,3 Express Lane,3021,VIC,Australia,7,320,1.015625
320,Parnell,Lamprey,Male,23,4/8/1977,46,Middle Age,Engineer III,Financial Services,High Net Worth,N,No,12,7353 Mallard Junction,2165,NSW,Australia,6,322,1.0125
321,Honey,Gosdin,Female,0,11/29/1981,41,Middle Age,Software Engineer I,Property,Mass Customer,N,No,17,066 Warner Trail,2582,NSW,Australia,9,322,1.0125
322,Sonny,McCart,Male,35,8/27/1992,31,Young,Account Representative I,Manufacturing,High Net Worth,N,No,9,52752 Barby Hill,3020,VIC,Australia,9,324,1.01
323,Deirdre,Burgoine,Female,14,1/8/1955,68,Old,Programmer III,Health,High Net Worth,N,No,7,0 Stoughton Park,3000,VIC,Australia,1,326,1.009375
324,Haleigh,,Female,17,5/19/1952,71,Old,Senior Sales Associate,Financial Services,Mass Customer,N,Yes,18,49 Jana Point,4503,QLD,Australia,4,326,1.009375
325,Aldridge,Poskitt,Male,84,2/10/1982,41,Middle Age,VP Sales,n/a,Mass Customer,N,No,12,7 Fordem Point,4161,QLD,Australia,5,326,1.009375
326,Zechariah,McReidy,Male,32,7/22/1978,45,Middle Age,Technical Writer,Manufacturing,High Net Worth,N,No,21,797 Westend Street,4207,QLD,Australia,6,329,1
327,Carry,Costi,Female,32,11/26/1972,50,Middle Age,Senior Developer,Property,Mass Customer,N,No,11,5316 Farwell Hill,2800,NSW,Australia,4,329,1
328,Alon,,Male,17,6/23/1999,24,Young,Accountant IV,n/a,Affluent Customer,N,No,9,770 Crest Line Parkway,4218,QLD,Australia,3,329,1
329,Ahmed,Pickthorne,Male,46,12/25/1959,63,Old,Marketing Manager,n/a,High Net Worth,N,Yes,15,50 American Street,2147,NSW,Australia,9,329,1
330,Nil,Shirer,Male,64,9/27/1997,25,Young,Librarian,Entertainment,Mass Customer,N,Yes,7,4793 Mcbride Pass,3013,VIC,Australia,8,329,1
331,Erhard,O'Moylane,Male,33,5/27/1978,45,Middle Age,Media Manager I,Retail,Affluent Customer,N,Yes,9,01124 Dottie Lane,3630,VIC,Australia,2,334,0.99875
332,Vitia,Axtens,Female,62,8/8/1945,78,Old,Financial Advisor,Financial Services,Mass Customer,N,Yes,15,42681 Carey Alley,2011,NSW,Australia,10,334,0.99875
333,Haskell,Moxted,Male,81,8/27/1943,80,Very Old,Civil Engineer,Manufacturing,Mass Customer,N,No,7,2941 Talisman Alley,2145,NSW,Australia,9,334,0.99875
334,Ebony,Conrad,Female,8,10/24/1999,23,Young,Environmental Tech,Financial Services,Mass Customer,N,Yes,16,990 Hoffman Avenue,3029,VIC,Australia,7,334,0.99875
335,Lincoln,Boler,Male,53,1/24/1976,47,Middle Age,Chief Design Engineer,n/a,Affluent Customer,N,No,14,5 Summer Ridge Court,3207,VIC,Australia,8,338,0.99609375
336,Vladimir,Westmerland,Male,18,6/19/1956,67,Old,,Manufacturing,Mass Customer,N,Yes,18,102 Charing Cross Terrace,2640,NSW,Australia,4,338,0.99609375
337,Kylynn,Drowsfield,Female,80,3/28/1975,48,Middle Age,Editor,n/a,High Net Worth,N,Yes,7,5 Trailsway Avenue,3059,VIC,Australia,9,338,0.99609375
338,Nicole,Ruckhard,Female,93,10/9/1969,53,Middle Age,Human Resources Manager,Health,Affluent Customer,N,Yes,17,23694 Leroy Place,4560,QLD,Australia,3,341,0.99
339,Celestina,Lethardy,Female,38,12/11/1968,54,Middle Age,Software Consultant,IT,Mass Customer,N,Yes,11,53 Memorial Street,3163,VIC,Australia,10,341,0.99
340,Tannie,Petrakov,Male,84,11/27/1951,71,Old,Data Coordiator,IT,Affluent Customer,N,No,10,691 Valley Edge Alley,4078,QLD,Australia,6,341,0.99
341,Bessy,Saladin,Female,22,12/22/1939,83,Very Old,VP Marketing,Manufacturing,Mass Customer,N,Yes,16,60073 Pankratz Pass,4075,QLD,Australia,10,341,0.99
342,Diego,Van den Broek,Male,17,9/28/1964,58,Middle Age,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,13,8 Schlimgen Drive,4055,QLD,Australia,7,345,0.988125
343,Lucilia,Minshall,Female,71,4/15/1952,71,Old,,IT,Mass Customer,N,Yes,7,0237 Mallard Place,2750,NSW,Australia,8,345,0.988125
344,Cissiee,Pollington,Female,43,7/21/1941,82,Very Old,Associate Professor,Property,Mass Customer,N,Yes,7,69710 Northfield Center,2256,NSW,Australia,9,345,0.988125
345,Eddy,Sturch,Male,22,2/11/1961,62,Old,Software Consultant,Financial Services,High Net Worth,N,Yes,17,1 Kinsman Crossing,4158,QLD,Australia,6,345,0.988125
346,Caron,Kezar,Female,11,8/8/1953,70,Old,Social Worker,Health,Mass Customer,N,No,5,40553 Rigney Avenue,2835,NSW,Australia,1,349,0.9875
347,Sandor,Stirland,Male,67,5/26/1981,42,Middle Age,Web Developer IV,Manufacturing,High Net Worth,N,No,12,48578 Farmco Park,3235,VIC,Australia,10,349,0.9875
348,Gallagher,Bromell,Male,18,12/2/1956,66,Old,Assistant Manager,n/a,Mass Customer,N,No,17,91634 Badeau Crossing,4556,QLD,Australia,8,349,0.9875
349,Murial,Bulloch,Female,59,10/1/1964,58,Middle Age,,Financial Services,Mass Customer,N,No,13,391 Old Shore Lane,2011,NSW,Australia,6,349,0.9875
350,Delinda,Ech,Female,74,10/21/1944,78,Old,Environmental Specialist,Argiculture,Mass Customer,N,Yes,17,28 Golf View Terrace,3101,VIC,Australia,10,349,0.9875
351,Hussein,Tapenden,Male,19,10/19/1953,69,Old,Pharmacist,Health,Affluent Customer,N,Yes,12,0197 Sachs Avenue,2747,NSW,Australia,8,349,0.9875
352,Giulietta,Garbott,Female,59,2/27/2002,21,Young,Technical Writer,n/a,Affluent Customer,N,Yes,14,48297 Stuart Circle,3810,VIC,Australia,5,355,0.984375
353,Kaylyn,Jakaway,Female,45,7/30/1980,43,Middle Age,Registered Nurse,Health,Affluent Customer,N,No,10,67 Heath Circle,2290,NSW,Australia,8,356,0.9828125
354,Brynn,Goodyear,Female,30,11/10/1944,78,Old,Human Resources Manager,Health,Mass Customer,N,Yes,11,3 Sheridan Lane,3075,VIC,Australia,7,356,0.9828125
355,Otis,,Male,59,1/11/1971,52,Middle Age,Electrical Engineer,Manufacturing,Affluent Customer,N,No,12,04 Oakridge Plaza,2075,NSW,Australia,11,358,0.98
356,Pace,Clemonts,Male,99,7/28/1990,33,Young,Media Manager IV,Retail,High Net Worth,N,No,10,335 Cambridge Hill,3122,VIC,Australia,7,358,0.98
357,Muffin,Grigolon,Male,7,10/31/1979,43,Middle Age,Senior Editor,Telecommunications,Mass Customer,N,No,12,4597 Marcy Point,2232,NSW,Australia,10,361,0.9775
358,Allsun,Biner,Female,67,12/26/1997,25,Young,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,10,9 Walton Way,2641,NSW,Australia,2,361,0.9775
359,Kenneth,Elleyne,Male,13,9/3/1957,66,Old,Technical Writer,Financial Services,Mass Customer,N,No,13,27429 Dottie Plaza,3145,VIC,Australia,11,361,0.9775
360,Clotilda,Southers,Female,62,11/8/1999,23,Young,Computer Systems Analyst II,Financial Services,Mass Customer,N,Yes,15,42 Donald Hill,2323,NSW,Australia,4,361,0.9775
361,Augustus,Bourley,Male,60,8/17/1981,42,Middle Age,,Health,Affluent Customer,N,No,18,3 Hoepker Parkway,4152,QLD,Australia,10,366,0.975
362,Daisi,Tinwell,Female,84,12/24/1971,51,Middle Age,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,11,19561 Express Street,2777,NSW,Australia,8,366,0.975
363,Gerik,Woodroof,Male,18,6/13/1959,64,Old,Paralegal,Financial Services,High Net Worth,N,Yes,9,41 Kropf Road,3175,VIC,Australia,7,366,0.975
364,Claresta,MacConnulty,Female,6,10/1/1957,65,Old,Recruiting Manager,n/a,Mass Customer,N,Yes,20,0516 Fremont Point,2026,NSW,Australia,9,366,0.975
365,Arty,Fontelles,Male,50,10/21/1994,28,Young,Help Desk Technician,IT,High Net Worth,N,No,4,7872 South Junction,3197,VIC,Australia,4,370,0.97
366,Giulia,Hazart,Female,57,8/2/1978,45,Middle Age,Help Desk Technician,n/a,Mass Customer,N,No,11,81 Donald Parkway,4218,QLD,Australia,11,371,0.96875
367,Whit,Emloch,Male,30,8/20/1963,60,Old,Food Chemist,Health,Mass Customer,N,Yes,6,105 Carpenter Court,2220,NSW,Australia,9,372,0.966875
368,Rowan,Summerly,Male,4,7/5/1974,49,Middle Age,Librarian,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10,372,0.966875
369,Ian,Rabat,Male,54,8/4/1975,48,Middle Age,Web Designer I,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,Australia,11,372,0.966875
370,Reginald,Jermy,Male,7,9/12/1960,63,Old,Director of Sales,n/a,High Net Worth,N,Yes,20,540 Katie Street,4128,QLD,Australia,8,375,0.96
371,Link,Gorini,Male,60,11/9/1974,48,Middle Age,,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,Australia,2,375,0.96
372,Harriet,Brattan,Female,81,12/3/1986,36,Young,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,66 Ruskin Parkway,3579,VIC,Australia,1,378,0.95625
373,Sada,Branton,Female,34,6/24/1974,49,Middle Age,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,378,0.95625
374,Jenelle,Mc-Kerley,Female,40,1/23/1942,81,Very Old,Data Coordiator,Financial Services,Mass Customer,N,Yes,16,9 Springview Terrace,4068,QLD,Australia,5,378,0.95625
375,Gabrila,Toopin,Female,7,1/14/1963,60,Old,Junior Executive,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6,378,0.95625
376,Almira,Mangion,Female,4,1/24/1996,27,Young,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,179 Anzinger Center,2230,NSW,Australia,12,382,0.95
377,Arty,Strudwick,Male,85,1/31/1964,59,Middle Age,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10,382,0.95
378,Alexa,Dillet,Female,65,10/5/1944,78,Old,Product Engineer,Entertainment,Affluent Customer,N,No,17,84650 Novick Point,2261,NSW,Australia,7,382,0.95
379,Palmer,Heaven,Male,82,5/18/1995,28,Young,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,5 Hoard Parkway,3754,VIC,Australia,6,382,0.95
380,Porter,Buckenhill,Male,46,6/14/1954,69,Old,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,376 Talmadge Street,4124,QLD,Australia,7,386,0.945625
381,Kizzee,Kemston,Female,11,9/29/1961,61,Old,,Health,Mass Customer,N,No,13,5979 Green Ridge Way,2767,NSW,Australia,8,386,0.945625
382,Isadora,Ducker,Female,15,8/25/1973,50,Middle Age,Account Executive,n/a,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,386,0.945625
383,Giffie,Offill,Male,51,3/2/1993,30,Young,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,89 Riverside Court,4740,QLD,Australia,3,386,0.945625
384,Fara,Sarath,Female,75,6/30/1948,75,Old,Quality Control Specialist,n/a,Mass Customer,N,No,22,540 Forest Run Plaza,2168,NSW,Australia,7,386,0.945625
385,Carolann,Raatz,Female,25,2/26/1979,44,Middle Age,Chief Design Engineer,n/a,High Net Worth,N,No,21,817 Bunker Hill Place,3977,VIC,Australia,6,386,0.945625
386,Tamar,Windmill,Female,92,8/28/1939,84,Very Old,Senior Editor,Manufacturing,Affluent Customer,N,No,10,4669 Troy Place,2207,NSW,Australia,10,386,0.945625
387,Kipp,Stockport,Male,36,12/10/1982,40,Middle Age,Data Coordiator,Retail,Mass Customer,N,Yes,6,02 Roth Drive,2022,NSW,Australia,11,386,0.945625
388,Packston,Wackett,Male,10,4/26/1950,73,Old,Quality Engineer,Financial Services,Mass Customer,N,No,19,7 Northridge Court,3192,VIC,Australia,9,386,0.945625
389,Hanson,Eastes,Male,74,5/20/1990,33,Young,,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9,395,0.94
390,Demetria,Bausor,Female,73,12/22/1961,61,Old,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,396,0.9375
391,Lura,Fawdrie,Female,66,1/17/2002,21,Young,VP Sales,Health,Mass Customer,N,Yes,4,67183 Anniversary Parkway,4211,QLD,Australia,3,396,0.9375
392,Nora,Anselm,Female,84,1/5/1961,62,Old,,Entertainment,High Net Worth,N,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5,396,0.9375
393,Estevan,Eastment,Male,54,8/9/1942,81,Very Old,Environmental Specialist,Health,Mass Customer,N,Yes,21,61926 Tomscot Hill,2019,NSW,Australia,8,396,0.9375
394,Aloysius,Glowacz,Male,72,3/24/1979,44,Middle Age,Financial Advisor,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,Australia,10,396,0.9375
395,Bastien,Ibbeson,Male,53,11/4/1976,46,Middle Age,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,401,0.935
396,Otha,Langworthy,Female,91,1/20/1967,56,Middle Age,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,401,0.935
397,Gannie,Bargh,Male,56,2/13/1955,68,Old,Analyst Programmer,n/a,Mass Customer,N,Yes,13,1832 Burning Wood Place,3201,VIC,Australia,7,401,0.935
398,Dwayne,Doel,Male,80,1/21/1978,45,Middle Age,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11,401,0.935
399,Leese,Huckleby,Female,67,9/10/1977,46,Middle Age,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,73 Riverside Trail,3777,VIC,Australia,7,405,0.93
400,Dodi,Kiggel,Female,5,8/15/1980,43,Middle Age,,Financial Services,Mass Customer,N,Yes,13,05 Everett Trail,2114,NSW,Australia,11,405,0.93
401,Kippar,Brimilcome,Male,21,11/29/1938,84,Very Old,Graphic Designer,Health,Mass Customer,N,No,19,082 Welch Lane,2089,NSW,Australia,11,405,0.93
402,Corinna,Beretta,Female,24,2/29/1996,27,Young,Programmer III,Health,High Net Worth,N,No,12,72 Mccormick Circle,3023,VIC,Australia,7,408,0.9296875
403,Laurie,Odlin,Female,75,3/8/1983,40,Middle Age,Social Worker,Health,High Net Worth,N,No,10,15669 Arizona Trail,3194,VIC,Australia,10,409,0.925
404,Mair,Erett,Female,15,12/5/1957,65,Old,Speech Pathologist,n/a,Affluent Customer,N,No,18,79 Armistice Parkway,2117,NSW,Australia,7,409,0.925
405,Marcelia,Copins,Female,81,3/15/1946,77,Old,,n/a,Mass Customer,N,Yes,21,330 Melby Terrace,2259,NSW,Australia,8,409,0.925
406,Tanner,Terlinden,Male,84,12/9/1995,27,Young,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,14,2637 Monument Trail,3106,VIC,Australia,11,409,0.925
407,Hilliard,Dullard,Male,65,7/18/1954,69,Old,Civil Engineer,Manufacturing,Mass Customer,N,No,17,37919 Old Gate Park,2163,NSW,Australia,8,409,0.925
408,Justinn,Haruard,Female,48,8/28/1958,65,Old,Health Coach IV,Health,High Net Worth,N,No,11,00 Judy Terrace,2035,NSW,Australia,12,414,0.924375
409,Wyn,Meach,Male,37,9/10/1938,85,Very Old,,Manufacturing,Mass Customer,N,No,9,79 Armistice Junction,2765,NSW,Australia,9,415,0.921875
410,Art,Shardlow,Male,57,10/15/1963,59,Middle Age,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,7 Clemons Circle,4350,QLD,Australia,2,415,0.921875
411,Dennis,Varnham,Male,57,5/17/1953,70,Old,Assistant Media Planner,Entertainment,Affluent Customer,N,No,17,6455 Mayfield Street,3350,VIC,Australia,3,415,0.921875
412,Freddi,Litherborough,Female,46,1/14/1989,34,Young,Product Engineer,Financial Services,Mass Customer,N,No,7,7873 Meadow Vale Plaza,2460,NSW,Australia,3,418,0.918
413,Salomon,Perkins,Male,76,1/12/1998,25,Young,Engineer IV,Financial Services,Affluent Customer,N,Yes,1,45 Banding Hill,2009,NSW,Australia,10,419,0.91640625
414,Sherill,,Female,33,12/18/1991,31,Young,Information Systems Manager,Financial Services,Mass Customer,N,No,3,53 Moulton Avenue,2880,NSW,Australia,1,420,0.91375
415,Queenie,Learie,Female,90,1/24/1948,75,Old,,Property,Mass Customer,N,No,12,7 Sauthoff Park,2073,NSW,Australia,11,420,0.91375
416,Etan,Prinett,Male,97,1/21/1970,53,Middle Age,Operator,Argiculture,Mass Customer,N,Yes,10,9082 Waywood Avenue,2250,NSW,Australia,8,420,0.91375
417,Donaugh,Benedict,Male,3,12/1/1991,31,Young,Systems Administrator III,Property,Mass Customer,N,No,12,30049 Brown Road,2233,NSW,Australia,9,420,0.91375
418,Harwell,Kleinstein,Male,87,10/18/1993,29,Young,Sales Representative,Retail,Affluent Customer,N,No,15,7 Huxley Trail,3818,VIC,Australia,5,420,0.91375
419,Cheston,Hritzko,Male,70,11/8/1945,77,Old,Software Engineer III,Manufacturing,Mass Customer,N,Yes,19,3 Service Center,2127,NSW,Australia,9,420,0.91375
420,Suzy,Trounson,Female,13,7/19/1947,76,Old,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,20,0627 Golf Center,4152,QLD,Australia,9,420,0.91375
421,Jobie,Runacres,Female,96,1/8/1975,48,Middle Age,Developer IV,n/a,Mass Customer,N,Yes,18,24960 Shopko Crossing,2528,NSW,Australia,7,427,0.9125
422,Guenna,Filisov,Female,52,2/9/1969,54,Middle Age,Chemical Engineer,Manufacturing,High Net Worth,N,No,13,43 Stoughton Drive,2154,NSW,Australia,9,427,0.9125
423,Opal,Cleare,Female,6,9/26/1977,45,Middle Age,Database Administrator II,Property,Affluent Customer,N,Yes,20,247 Blue Bill Park Parkway,2066,NSW,Australia,9,429,0.91
424,Ottilie,Wanless,Female,51,11/10/1940,82,Very Old,Environmental Specialist,n/a,Affluent Customer,N,No,8,2 David Pass,2720,NSW,Australia,4,430,0.9095
425,Kipper,Circuit,Male,23,12/12/1974,48,Middle Age,Research Assistant IV,Argiculture,Mass Customer,N,Yes,4,3867 Barby Hill,2140,NSW,Australia,8,430,0.9095
426,Marilin,Frome,Female,58,12/22/1975,47,Middle Age,Account Executive,IT,Mass Customer,N,Yes,17,52 Bobwhite Court,2219,NSW,Australia,9,430,0.9095
427,Arel,Abramovitz,Male,72,11/12/1957,65,Old,Nurse Practicioner,Health,Mass Customer,N,No,16,32249 Sycamore Way,4650,QLD,Australia,4,433,0.90625
428,Kit,Easdon,Male,61,10/26/1978,44,Middle Age,Director of Sales,Property,Affluent Customer,N,No,12,3 Roth Junction,3156,VIC,Australia,8,433,0.90625
429,Skipp,Swales,Male,15,11/14/1973,49,Middle Age,Community Outreach Specialist,Entertainment,High Net Worth,N,Yes,22,76 Green Ridge Drive,3029,VIC,Australia,7,436,0.903125
430,Frederich,Glantz,Male,37,8/27/1997,26,Young,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,10,9 Glacier Hill Circle,2762,NSW,Australia,8,436,0.903125
431,Rodolph,Denniss,Male,28,8/7/1974,49,Middle Age,Geologist III,Property,Affluent Customer,N,Yes,7,91281 Transport Center,3356,VIC,Australia,2,436,0.903125
432,Craggie,Dering,Male,47,10/5/1952,70,Old,Actuary,Financial Services,Mass Customer,N,No,7,11 Paget Road,2125,NSW,Australia,10,436,0.903125
433,Giralda,MacPeake,Female,59,4/4/1941,82,Very Old,Librarian,Entertainment,High Net Worth,N,Yes,14,6 Killdeer Way,2705,NSW,Australia,1,441,0.901
434,Rodney,Trethewey,Male,16,3/17/1997,26,Young,Software Consultant,Financial Services,Affluent Customer,N,No,15,737 Service Lane,3030,VIC,Australia,8,441,0.901
435,Theresina,,Female,30,3/1/1987,36,Young,General Manager,Argiculture,Mass Customer,N,Yes,14,253 Katie Junction,2650,NSW,Australia,2,441,0.901
436,Gleda,Howerd,Female,59,1/22/1964,59,Middle Age,Senior Developer,IT,Mass Customer,N,No,6,481 Moulton Place,2440,NSW,Australia,2,444,0.9
437,Melany,Ladewig,Female,76,5/17/1972,51,Middle Age,Research Associate,Financial Services,Mass Customer,N,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7,444,0.9
438,Claudell,Rounsefell,Male,67,11/27/1993,29,Young,VP Sales,Financial Services,Affluent Customer,N,No,8,61416 Karstens Place,4217,QLD,Australia,5,444,0.9
439,Garwin,Nurden,Male,54,4/19/1958,65,Old,Programmer I,Property,High Net Worth,N,Yes,5,0 Union Parkway,3142,VIC,Australia,11,444,0.9
440,Bunny,Leebetter,Female,83,4/30/1966,57,Middle Age,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4 Lukken Lane,4301,QLD,Australia,4,444,0.9
441,Matias,Melloi,Male,61,2/3/1977,46,Middle Age,Legal Assistant,Retail,Affluent Customer,N,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10,444,0.9
442,Sada,Dowyer,Female,47,11/22/1998,24,Young,Human Resources Manager,n/a,High Net Worth,N,Yes,3,4 Meadow Ridge Place,2090,NSW,Australia,10,450,0.9
443,Anet,Roseman,Female,84,11/24/1996,26,Young,Programmer Analyst III,Financial Services,Mass Customer,N,No,9,31 Melody Circle,3814,VIC,Australia,4,450,0.9
444,Katie,Warhurst,Female,0,12/2/1991,31,Young,Help Desk Operator,Retail,High Net Worth,N,Yes,14,96 Rutledge Drive,3064,VIC,Australia,5,450,0.9
445,Celia,Bryden,Female,12,4/6/1943,80,Very Old,Chemical Engineer,Manufacturing,High Net Worth,N,No,21,2905 Towne Place,2114,NSW,Australia,9,450,0.9
446,Stearne,Trolley,Male,42,2/1/1982,41,Middle Age,Automation Specialist IV,Financial Services,High Net Worth,N,No,14,638 Caliangt Avenue,2137,NSW,Australia,11,450,0.9
447,Tristam,Larose,Male,70,1/29/1985,38,Young,VP Accounting,Financial Services,Mass Customer,N,No,17,9645 Moose Terrace,2137,NSW,Australia,11,455,0.8925
448,Laurena,,Female,21,7/31/1961,62,Old,VP Sales,n/a,High Net Worth,N,No,10,7 Messerschmidt Crossing,3810,VIC,Australia,6,455,0.8925
449,Heloise,Fairpool,Female,17,9/7/1976,47,Middle Age,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,Australia,3,455,0.8925
450,Dory,Malpass,Female,19,8/27/1972,51,Middle Age,,n/a,Affluent Customer,N,Yes,13,3653 Steensland Road,4103,QLD,Australia,8,455,0.8925
451,Marcellina,Baynton,Female,60,3/11/1947,76,Old,Software Engineer III,Financial Services,Mass Customer,N,No,16,56 Comanche Terrace,3141,VIC,Australia,10,455,0.8925
452,Gregorius,Leal,Male,7,4/29/1951,72,Old,,Retail,Affluent Customer,N,Yes,21,66 Merry Court,2033,NSW,Australia,12,455,0.8925
453,Deana,Canton,Female,67,11/25/1974,48,Middle Age,,Property,Mass Customer,N,Yes,14,92 Ludington Street,4301,QLD,Australia,3,455,0.8925
454,Kori,Sparsholt,Female,59,5/19/1940,83,Very Old,Office Assistant II,n/a,Mass Customer,N,Yes,19,37 Rigney Park,2171,NSW,Australia,9,455,0.8925
455,Lucky,Klainman,Female,24,11/26/1947,75,Old,Chief Design Engineer,Retail,Mass Customer,N,No,8,0796 Barnett Plaza,3758,VIC,Australia,4,455,0.8925
456,Erasmus,Olenchenko,Male,56,2/3/1965,58,Middle Age,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7,464,0.890625
457,Carita,Sand,Female,25,3/20/1977,46,Middle Age,Quality Engineer,Retail,Mass Customer,N,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,464,0.890625
458,Lynnett,Tipper,Female,22,8/3/1993,30,Young,Social Worker,Health,High Net Worth,N,Yes,2,9 Ridgeview Avenue,3109,VIC,Australia,10,466,0.89
459,Thorn,Stigers,Male,42,5/19/1972,51,Middle Age,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8,466,0.89
460,Lela,Billing,Female,38,12/17/1970,52,Middle Age,Programmer Analyst III,n/a,Mass Customer,N,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7,468,0.88984375
461,Norah,Mapis,Female,75,12/9/2000,22,Young,Assistant Manager,Argiculture,Mass Customer,N,No,10,057 Victoria Crossing,2263,NSW,Australia,9,468,0.88984375
462,Moina,Rosenbaum,Female,50,8/4/2001,22,Young,Graphic Designer,IT,Mass Customer,N,No,14,0 Memorial Road,3109,VIC,Australia,10,468,0.88984375
463,Ceciley,Harg,Female,50,10/19/1990,32,Young,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,409 Starling Lane,4172,QLD,Australia,7,471,0.8875
464,Torry,de la Valette Parisot,Male,95,3/14/1967,56,Middle Age,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,471,0.8875
465,Sigismund,Sedger,Male,9,11/29/1999,23,Young,Accountant II,Manufacturing,Affluent Customer,N,No,7,8069 Sunbrook Way,2155,NSW,Australia,10,473,0.884
466,Irvine,Headon,Male,99,4/21/1956,67,Old,Geologist III,IT,Affluent Customer,N,Yes,20,9 Hovde Way,2322,NSW,Australia,5,473,0.884
467,Laurie,,Male,31,7/28/1979,44,Middle Age,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,NSW,Australia,10,475,0.881875
468,Tomkin,Bernlin,Male,7,12/29/2001,21,Young,Food Chemist,Health,Affluent Customer,N,Yes,9,0492 Kings Street,2480,NSW,Australia,3,475,0.881875
469,Genni,Fanstone,Female,25,7/29/1972,51,Middle Age,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10,475,0.881875
470,Blondie,,Female,43,10/3/1995,27,Young,Actuary,Financial Services,High Net Worth,N,No,11,780 Norway Maple Hill,2565,NSW,Australia,8,478,0.88
471,Aloysius,Killingsworth,Male,89,2/14/1957,66,Old,VP Quality Control,n/a,Mass Customer,N,No,12,625 Mandrake Junction,2145,NSW,Australia,9,478,0.88
472,Carola,Philler,Female,73,4/30/1951,72,Old,Dental Hygienist,Health,High Net Worth,N,No,15,1037 Roth Park,2145,NSW,Australia,7,478,0.88
473,Fitzgerald,Hellikes,Male,25,7/28/1979,44,Middle Age,Media Manager IV,Health,Mass Customer,N,Yes,10,315 Center Park,3040,VIC,Australia,7,478,0.88
474,Ingmar,Okenden,Male,97,3/1/1959,64,Old,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,1 Graceland Plaza,3216,VIC,Australia,2,478,0.88
475,Tina,Dunstan,Female,13,3/6/1939,84,Very Old,Account Representative IV,Retail,Affluent Customer,N,No,13,98555 Victoria Hill,2171,NSW,Australia,7,483,0.8765625
476,Huberto,Mollatt,Male,82,8/27/1961,62,Old,Programmer IV,n/a,Mass Customer,N,Yes,14,31121 Pierstorff Center,2770,NSW,Australia,7,483,0.8765625
